Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2020/05/26,06,CA,06075,San Francisco County,305169,576380,1902692,673786,498808,230978,247213,144358,66128,30180,6013,1952,3276,06-06075-20200526,21,5
County,2020/05/26,06,CA,06081,San Mateo County,222717,543856,1828149,524505,480545,196202,268514,250091,76132,22334,6529,1709,1588,06-06081-20200526,21,5
County,2020/05/26,06,CA,06085,Santa Clara County,533535,1394317,4609638,1249735,1147112,502118,713789,639219,268865,72297,10969,4023,1511,06-06085-20200526,21,5
County,2020/05/26,06,CA,06001,Alameda County,454519,1216810,3734148,1039391,910926,408118,482828,612542,204121,46862,16294,6006,7060,06-06001-20200526,21,5
County,2020/05/27,06,CA,06001,Alameda County,452080,1219249,3859852,1078126,911062,426945,496403,644292,228091,48827,16803,6189,3114,06-06001-20200527,21,5
County,2020/05/27,06,CA,06085,Santa Clara County,533179,1394673,4817071,1357386,1182521,524633,707340,696790,259808,72894,10280,4306,1113,06-06085-20200527,21,5
County,2020/05/27,06,CA,06081,San Mateo County,221098,545475,1875621,545923,487989,201915,262822,264553,81469,19124,8978,1469,1379,06-06081-20200527,21,5
County,2020/05/27,06,CA,06075,San Francisco County,303573,577976,1866306,621099,514191,233593,247294,142620,68803,30189,4171,2242,2104,06-06075-20200527,21,5
County,2020/05/28,06,CA,06001,Alameda County,450555,1220774,3902667,1125877,939603,421636,485476,628200,224600,52516,17565,5746,1448,06-06001-20200528,21,5
County,2020/05/28,06,CA,06075,San Francisco County,305005,576544,1908179,659032,521459,234536,241073,144914,72254,25304,5438,1695,2474,06-06075-20200528,21,5
County,2020/05/28,06,CA,06081,San Mateo County,220733,545840,1845997,547529,481506,198474,251928,252009,85282,19675,6588,1784,1222,06-06081-20200528,21,5
County,2020/05/28,06,CA,06085,Santa Clara County,525364,1402488,4797521,1347444,1173743,528310,721758,669809,263734,77070,10421,4292,940,06-06085-20200528,21,5
County,2020/05/29,06,CA,06001,Alameda County,460485,1210844,3797670,1097695,930589,402660,463984,612366,212115,53450,16725,6338,1748,06-06001-20200529,21,5
County,2020/05/29,06,CA,06075,San Francisco County,308390,573159,1823557,631177,500648,215628,229814,139163,68748,28844,5315,2536,1684,06-06075-20200529,21,5
County,2020/05/29,06,CA,06081,San Mateo County,229351,537222,1757036,479021,467135,199198,246602,244947,81382,26074,10308,1463,906,06-06081-20200529,21,5
County,2020/05/29,06,CA,06085,Santa Clara County,544845,1383007,4694975,1358387,1121822,505579,710072,647629,252160,80781,11982,5570,993,06-06085-20200529,21,5
County,2020/05/30,06,CA,06001,Alameda County,494117,1177212,3671830,1020231,1000553,419785,461387,509745,188510,47479,17031,5643,1466,06-06001-20200530,21,5
County,2020/05/30,06,CA,06075,San Francisco County,318557,562992,1845777,617129,533122,239453,202738,145442,71121,26320,6866,1641,1945,06-06075-20200530,21,5
County,2020/05/30,06,CA,06081,San Mateo County,236053,530520,1703074,473380,471996,204251,227062,210439,77682,23631,11449,2113,1071,06-06081-20200530,21,5
County,2020/05/30,06,CA,06085,Santa Clara County,573171,1354681,4496010,1246924,1239736,517593,667965,519978,203594,81192,13462,4781,785,06-06085-20200530,21,5
County,2020/05/31,06,CA,06001,Alameda County,516929,1154400,3322042,965603,860117,385884,415110,443791,176332,48153,18974,5613,2465,06-06001-20200531,22,5
County,2020/05/31,06,CA,06075,San Francisco County,322463,559086,1732551,575639,493418,218368,213800,129170,63557,25718,8795,1976,2110,06-06075-20200531,22,5
County,2020/05/31,06,CA,06081,San Mateo County,244148,522425,1569713,453051,429164,180218,190105,206377,67526,25464,13740,3124,944,06-06081-20200531,22,5
County,2020/05/31,06,CA,06085,Santa Clara County,588145,1339707,4264486,1284600,1175284,481972,577624,439356,204419,83044,11528,5560,1099,06-06085-20200531,22,5
County,2020/06/01,06,CA,06085,Santa Clara County,542374,1385478,4408394,1297993,1079490,460242,640339,589983,240970,82559,11262,4287,1269,06-06085-20200601,22,6
County,2020/06/01,06,CA,06081,San Mateo County,227349,539224,1643259,480504,423893,179133,219898,226470,77698,27330,5690,1216,1427,06-06081-20200601,22,6
County,2020/06/01,06,CA,06075,San Francisco County,310491,571058,1786147,585117,490274,224216,231672,148163,70687,26718,4652,2234,2414,06-06075-20200601,22,6
County,2020/06/01,06,CA,06001,Alameda County,469565,1201764,3561747,1041101,857870,370159,422916,567937,226315,52000,16146,4716,2587,06-06001-20200601,22,6
County,2020/06/02,06,CA,06085,Santa Clara County,541101,1386751,4583132,1310620,1067073,505426,685706,634813,281242,81857,11834,3262,1299,06-06085-20200602,22,6
County,2020/06/02,06,CA,06081,San Mateo County,232317,534256,1765644,528549,440068,191687,237359,257820,80232,21479,5850,1072,1528,06-06081-20200602,22,6
County,2020/06/02,06,CA,06075,San Francisco County,313219,568330,1873036,638453,505135,220428,255168,153127,67020,22780,5427,2595,2903,06-06075-20200602,22,6
County,2020/06/02,06,CA,06001,Alameda County,470559,1200770,4032801,1376970,914328,370924,442070,632071,217073,52312,18254,5751,3048,06-06001-20200602,22,6
County,2020/06/03,06,CA,06001,Alameda County,447878,1223451,3867033,1122450,920905,412951,478231,637759,221117,50444,14404,4854,3918,06-06001-20200603,22,6
County,2020/06/03,06,CA,06075,San Francisco County,306878,574671,1989310,690813,554928,230463,258367,155202,62790,26229,5472,2225,2821,06-06075-20200603,22,6
County,2020/06/03,06,CA,06081,San Mateo County,216387,550186,1827246,528079,472617,208209,263047,241785,81959,20483,7824,1473,1770,06-06081-20200603,22,6
County,2020/06/03,06,CA,06085,Santa Clara County,518259,1409593,4843615,1382154,1163616,546681,717031,654012,286612,75664,12290,4051,1504,06-06085-20200603,22,6
County,2020/06/04,06,CA,06001,Alameda County,443259,1228070,3813842,1068962,906864,390976,466841,665423,234712,54056,17248,5583,3177,06-06001-20200604,22,6
County,2020/06/04,06,CA,06085,Santa Clara County,511588,1416264,4708898,1361381,1097086,522350,682006,652032,297639,79203,11994,3768,1439,06-06085-20200604,22,6
County,2020/06/04,06,CA,06081,San Mateo County,215423,551150,1808307,515202,459173,213401,246495,256836,85300,21203,7655,1380,1662,06-06081-20200604,22,6
County,2020/06/04,06,CA,06075,San Francisco County,298992,582557,1914852,663234,517232,231483,247966,150761,70539,24147,4356,2309,2825,06-06075-20200604,22,6
County,2020/06/05,06,CA,06085,Santa Clara County,502730,1425122,4898526,1414063,1181224,525040,703399,666407,303877,83667,14990,4520,1339,06-06085-20200605,22,6
County,2020/06/05,06,CA,06081,San Mateo County,216352,550221,1862877,545972,483052,209370,244233,262938,83397,20835,9517,1801,1762,06-06081-20200605,22,6
County,2020/06/05,06,CA,06075,San Francisco County,301671,579878,1951986,647986,553359,238433,237652,169042,68774,24482,6842,2439,2977,06-06075-20200605,22,6
County,2020/06/05,06,CA,06001,Alameda County,438156,1233173,3891756,1100093,913779,416061,478897,664484,230200,54990,22931,6815,3506,06-06001-20200605,22,6
County,2020/06/06,06,CA,06001,Alameda County,468929,1202400,3623339,1004319,944899,399924,461014,558385,176110,50539,19780,4504,3865,06-06001-20200606,22,6
County,2020/06/06,06,CA,06075,San Francisco County,305146,576403,1819557,596985,520263,226372,218968,155467,69598,22210,5721,2172,1801,06-06075-20200606,22,6
County,2020/06/06,06,CA,06081,San Mateo County,223864,542709,1759716,502172,476799,200784,220988,239834,81813,24867,9469,1794,1196,06-06081-20200606,22,6
County,2020/06/06,06,CA,06085,Santa Clara County,526791,1401061,4583478,1296947,1225687,542928,660773,514795,247633,76900,12555,3999,1261,06-06085-20200606,22,6
County,2020/06/07,06,CA,06001,Alameda County,434708,1236621,4139543,1121772,1112041,508685,497624,587946,207609,63916,28004,7187,4759,06-06001-20200607,23,6
County,2020/06/07,06,CA,06075,San Francisco County,270345,611204,2253706,727641,655778,266897,295625,190221,72607,26863,10444,3688,3942,06-06075-20200607,23,6
County,2020/06/07,06,CA,06081,San Mateo County,210446,556127,1895705,526553,540996,216405,236013,235727,89635,28180,16078,3508,2610,06-06081-20200607,23,6
County,2020/06/07,06,CA,06085,Santa Clara County,482634,1445218,5425828,1558802,1506408,643643,760615,584214,256260,91301,17089,5619,1877,06-06085-20200607,23,6
County,2020/06/08,06,CA,06075,San Francisco County,288790,592759,2044675,673088,558475,271074,274851,159473,71269,24052,6855,2397,3141,06-06075-20200608,23,6
County,2020/06/08,06,CA,06081,San Mateo County,209322,557251,1932744,553959,515879,218751,270059,263587,76057,21661,9446,1836,1509,06-06081-20200608,23,6
County,2020/06/08,06,CA,06085,Santa Clara County,492524,1435328,5108803,1416428,1301783,574492,756829,695248,272168,75990,10251,4466,1148,06-06085-20200608,23,6
County,2020/06/08,06,CA,06001,Alameda County,434957,1236372,4079759,1153090,1016171,450966,493285,666208,219808,50993,20563,5259,3416,06-06001-20200608,23,6
County,2020/06/09,06,CA,06001,Alameda County,460602,1210727,3604880,997669,859381,378792,451647,617352,222278,51096,16529,5061,5075,06-06001-20200609,23,6
County,2020/06/09,06,CA,06075,San Francisco County,307711,573838,1929084,683775,511152,219387,252709,156173,66915,25129,6994,2990,3860,06-06075-20200609,23,6
County,2020/06/09,06,CA,06081,San Mateo County,226085,540488,1749063,497523,461012,187270,236755,249501,82733,23133,7492,2163,1481,06-06081-20200609,23,6
County,2020/06/09,06,CA,06085,Santa Clara County,541603,1386249,4632245,1290570,1116581,494654,701724,665045,273869,75289,10036,2943,1534,06-06085-20200609,23,6
County,2020/06/10,06,CA,06085,Santa Clara County,525232,1402620,4687700,1299341,1097782,530300,711315,673705,281865,77171,11307,3259,1655,06-06085-20200610,23,6
County,2020/06/10,06,CA,06081,San Mateo County,220465,546108,1840583,535533,480680,205289,259222,250210,77230,19944,8697,2408,1370,06-06081-20200610,23,6
County,2020/06/10,06,CA,06075,San Francisco County,307019,574530,1943693,676047,522297,228728,252620,165343,64481,23401,5038,2222,3516,06-06075-20200610,23,6
County,2020/06/10,06,CA,06001,Alameda County,457440,1213889,3716158,1045141,865376,373568,471588,643585,232700,53297,18818,5977,6108,06-06001-20200610,23,6
County,2020/06/11,06,CA,06001,Alameda County,445794,1225535,3644270,1008251,846140,396142,446518,636187,229512,52252,18763,4817,5688,06-06001-20200611,23,6
County,2020/06/11,06,CA,06075,San Francisco County,300713,580836,1945931,672100,524333,230986,252770,162662,68397,22572,6766,2851,2494,06-06075-20200611,23,6
County,2020/06/11,06,CA,06081,San Mateo County,217440,549133,1873974,564306,483175,209784,248415,258932,74662,20638,9731,2729,1602,06-06081-20200611,23,6
County,2020/06/11,06,CA,06085,Santa Clara County,513625,1414227,4667332,1340685,1105295,503883,685307,664701,272612,76110,12843,4158,1738,06-06085-20200611,23,6
County,2020/06/12,06,CA,06001,Alameda County,447820,1223509,3666173,992590,871241,379770,460607,643710,219623,62149,25223,6945,4315,06-06001-20200612,23,6
County,2020/06/12,06,CA,06075,San Francisco County,297527,584022,1939777,644296,529381,256527,249229,154399,66818,26004,8426,2217,2480,06-06075-20200612,23,6
County,2020/06/12,06,CA,06081,San Mateo County,214445,552128,1810689,514068,462984,185857,260129,260981,83698,25958,12632,2947,1435,06-06081-20200612,23,6
County,2020/06/12,06,CA,06085,Santa Clara County,509567,1418285,4806482,1363598,1146373,519338,716370,673258,283770,79121,17312,5317,2025,06-06085-20200612,23,6
County,2020/06/13,06,CA,06001,Alameda County,461076,1210253,3674265,1008665,921628,407929,460013,575473,199566,62422,26923,7850,3796,06-06001-20200613,23,6
County,2020/06/13,06,CA,06075,San Francisco County,296043,585506,2088743,757852,560077,256880,228821,166807,79591,26735,6754,2674,2552,06-06075-20200613,23,6
County,2020/06/13,06,CA,06081,San Mateo County,219328,547245,1838969,545575,487169,213415,235419,227443,81779,29442,15226,2376,1125,06-06081-20200613,23,6
County,2020/06/13,06,CA,06085,Santa Clara County,524449,1403403,4896772,1415593,1266179,558740,713087,570357,265635,81345,20150,4216,1470,06-06085-20200613,23,6
County,2020/06/14,06,CA,06085,Santa Clara County,547020,1380832,4381420,1246342,1166844,521464,616196,486501,234228,81494,20637,5696,2018,06-06085-20200614,24,6
County,2020/06/14,06,CA,06081,San Mateo County,229410,537163,1654924,478579,452807,187602,206873,199225,79030,28806,16855,3055,2092,06-06081-20200614,24,6
County,2020/06/14,06,CA,06075,San Francisco County,306214,575335,1737698,546901,492571,215251,238805,133377,69443,26772,8857,3515,2206,06-06075-20200614,24,6
County,2020/06/14,06,CA,06001,Alameda County,480272,1191057,3322076,925631,843160,366482,413808,491957,175178,65716,28549,6447,5148,06-06001-20200614,24,6
County,2020/06/15,06,CA,06001,Alameda County,457212,1214117,3596349,971624,850896,376896,459124,641481,211154,52146,21460,6745,4823,06-06001-20200615,24,6
County,2020/06/15,06,CA,06075,San Francisco County,300563,580986,1925335,651306,521508,229942,277896,145242,66810,22325,6102,2274,1930,06-06075-20200615,24,6
County,2020/06/15,06,CA,06081,San Mateo County,217926,548647,1760229,510037,456842,183728,242002,255832,73221,24390,10524,2498,1155,06-06081-20200615,24,6
County,2020/06/15,06,CA,06085,Santa Clara County,525024,1402828,4621435,1335407,1097488,508790,676618,636358,265672,81409,12734,5358,1601,06-06085-20200615,24,6
County,2020/06/16,06,CA,06075,San Francisco County,303309,578240,1962946,670369,548637,257687,248660,143971,63891,19838,5866,1943,2084,06-06075-20200616,24,6
County,2020/06/16,06,CA,06081,San Mateo County,223600,542973,1826961,548020,490362,201890,242189,240196,75030,19048,6909,2180,1137,06-06081-20200616,24,6
County,2020/06/16,06,CA,06085,Santa Clara County,533418,1394434,5011161,1582896,1153335,543507,725438,668828,250724,71819,9809,3447,1358,06-06085-20200616,24,6
County,2020/06/16,06,CA,06001,Alameda County,461447,1209882,3792484,1053768,913140,413503,494540,630226,212820,48187,15845,6058,4397,06-06001-20200616,24,6
County,2020/06/17,06,CA,06085,Santa Clara County,506402,1421450,5009793,1504204,1183747,539448,727163,696698,275696,67822,9824,4001,1190,06-06085-20200617,24,6
County,2020/06/17,06,CA,06081,San Mateo County,212631,553942,1920130,561277,501214,208445,274873,259495,82909,20965,7307,2353,1292,06-06081-20200617,24,6
County,2020/06/17,06,CA,06075,San Francisco County,294768,586781,2076294,715177,589764,255682,267413,152047,67168,20731,4377,1353,2582,06-06075-20200617,24,6
County,2020/06/17,06,CA,06001,Alameda County,439693,1231636,3957253,1105080,947704,411153,516487,673956,222876,52673,19117,5283,2924,06-06001-20200617,24,6
County,2020/06/18,06,CA,06001,Alameda County,437893,1233436,4010747,1161251,940384,428090,501850,683307,212495,54125,20335,5232,3678,06-06001-20200618,24,6
County,2020/06/18,06,CA,06085,Santa Clara County,507896,1419956,4865154,1394925,1152738,548350,749891,661194,262767,77650,12704,3568,1367,06-06085-20200618,24,6
County,2020/06/18,06,CA,06081,San Mateo County,211717,554856,1917025,574115,483237,218112,269417,252836,85828,18959,11135,2248,1138,06-06081-20200618,24,6
County,2020/06/18,06,CA,06075,San Francisco County,290217,591332,2037118,687903,560636,265455,274638,150553,65676,22088,7481,1414,1274,06-06075-20200618,24,6
County,2020/06/19,06,CA,06001,Alameda County,428608,1242721,3997302,1116824,964341,449522,515540,647448,217967,54521,20766,6460,3913,06-06001-20200619,24,6
County,2020/06/19,06,CA,06075,San Francisco County,284960,596589,2083577,711792,585766,251343,278396,151502,66150,28892,6419,2238,1079,06-06075-20200619,24,6
County,2020/06/19,06,CA,06081,San Mateo County,210517,556056,1912735,561885,488465,219410,260339,257570,83781,24338,12867,2373,1707,06-06081-20200619,24,6
County,2020/06/19,06,CA,06085,Santa Clara County,498546,1429306,5013472,1442715,1211757,561131,750367,687305,265026,72982,17307,3822,1060,06-06085-20200619,24,6
County,2020/06/20,06,CA,06001,Alameda County,462560,1208769,3799913,1048388,949994,433281,496392,562509,212354,60818,24617,7491,4069,06-06001-20200620,24,6
County,2020/06/20,06,CA,06075,San Francisco County,295482,586067,1975857,633004,531309,253235,274650,164664,71224,34846,9113,1177,2635,06-06075-20200620,24,6
County,2020/06/20,06,CA,06081,San Mateo County,219463,547110,1836267,517387,512016,223881,235434,225864,79814,24149,13698,2373,1651,06-06081-20200620,24,6
County,2020/06/20,06,CA,06085,Santa Clara County,523613,1404239,4885318,1402504,1282335,549264,722034,560390,261833,84831,17161,4084,882,06-06085-20200620,24,6
County,2020/06/21,06,CA,06001,Alameda County,498067,1173262,3423950,984119,875513,403492,410138,479174,182949,58059,20587,5780,4139,06-06001-20200621,25,6
County,2020/06/21,06,CA,06075,San Francisco County,306851,574698,1675989,542253,464095,211278,213159,134695,67226,28727,9501,2967,2088,06-06075-20200621,25,6
County,2020/06/21,06,CA,06081,San Mateo County,238671,527902,1612277,461219,450508,183095,198024,193640,79021,26151,16488,2819,1312,06-06081-20200621,25,6
County,2020/06/21,06,CA,06085,Santa Clara County,571456,1356396,4240007,1191324,1137160,491885,615483,496690,211051,73363,17911,3938,1202,06-06085-20200621,25,6
County,2020/06/22,06,CA,06001,Alameda County,467925,1203404,3630436,1012294,835525,405992,456291,615165,226398,47988,20417,5095,5271,06-06001-20200622,25,6
County,2020/06/22,06,CA,06075,San Francisco County,306400,575149,1797101,591106,501643,210345,243291,144372,69140,25531,6789,2224,2660,06-06075-20200622,25,6
County,2020/06/22,06,CA,06081,San Mateo County,226184,540389,1717032,485175,461575,189192,233465,234971,77047,20244,10358,2800,2205,06-06081-20200622,25,6
County,2020/06/22,06,CA,06085,Santa Clara County,538332,1389520,4427037,1204766,1052352,509995,686758,611732,257091,81529,16924,4530,1360,06-06085-20200622,25,6
County,2020/06/23,06,CA,06075,San Francisco County,302680,578869,1883281,627847,518884,215977,264769,149487,69984,23700,7497,3182,1954,06-06075-20200623,25,6
County,2020/06/23,06,CA,06081,San Mateo County,214676,551897,1841046,525893,497523,206225,244259,257452,77631,20685,7102,2614,1662,06-06081-20200623,25,6
County,2020/06/23,06,CA,06085,Santa Clara County,515070,1412782,4706647,1301785,1142453,523434,706877,663834,274753,77051,12207,3298,955,06-06085-20200623,25,6
County,2020/06/23,06,CA,06001,Alameda County,442805,1228524,3790365,992105,892755,430596,498820,654978,240217,52832,19547,4958,3557,06-06001-20200623,25,6
County,2020/06/24,06,CA,06001,Alameda County,457019,1214310,3639036,994753,864257,380755,445830,632772,242025,52219,18376,5097,2952,06-06001-20200624,25,6
County,2020/06/24,06,CA,06075,San Francisco County,305065,576484,1849415,622517,495720,224260,254532,152211,64529,24441,6958,2168,2079,06-06075-20200624,25,6
County,2020/06/24,06,CA,06081,San Mateo County,222992,543581,1784246,498395,483397,198478,237836,247359,85516,22343,7599,2066,1257,06-06081-20200624,25,6
County,2020/06/24,06,CA,06085,Santa Clara County,537333,1390519,4583503,1314910,1065181,489327,690150,651098,272418,83924,11743,3796,956,06-06085-20200624,25,6
County,2020/06/25,06,CA,06085,Santa Clara County,503986,1423866,4681720,1331731,1080062,493041,717425,673029,279982,86189,14991,4009,1261,06-06085-20200625,25,6
County,2020/06/25,06,CA,06081,San Mateo County,214748,551825,1955881,603541,499774,212913,266801,255449,82509,20361,9094,3266,2173,06-06081-20200625,25,6
County,2020/06/25,06,CA,06075,San Francisco County,294734,586815,1864102,633617,478298,236303,251332,144877,79321,26042,8197,3019,3096,06-06075-20200625,25,6
County,2020/06/25,06,CA,06001,Alameda County,437347,1233982,3773293,1055920,886594,406148,468406,612536,253396,59844,20605,5885,3959,06-06001-20200625,25,6
County,2020/06/26,06,CA,06001,Alameda County,443643,1227686,3746572,1007212,867847,408046,474434,629869,264590,60989,22938,6486,4161,06-06001-20200626,25,6
County,2020/06/26,06,CA,06085,Santa Clara County,506814,1421038,4610801,1300027,1117083,495048,658841,637108,281372,97254,17323,5540,1205,06-06085-20200626,25,6
County,2020/06/26,06,CA,06081,San Mateo County,213324,553249,1857457,517997,501957,203930,253161,251844,88752,20956,14123,2958,1779,06-06081-20200626,25,6
County,2020/06/26,06,CA,06075,San Francisco County,293636,587913,1793432,561319,493725,221780,259358,145595,73114,24187,8033,3870,2451,06-06075-20200626,25,6
County,2020/06/27,06,CA,06085,Santa Clara County,522577,1405275,4795640,1355150,1250543,577327,680555,527816,282915,94059,20245,6177,853,06-06085-20200627,25,6
County,2020/06/27,06,CA,06081,San Mateo County,218515,548058,1878673,557575,499602,222785,232541,234530,85028,29549,13343,2744,976,06-06081-20200627,25,6
County,2020/06/27,06,CA,06075,San Francisco County,292075,589474,1792969,586896,484108,204637,231427,166722,76008,26905,9807,4142,2317,06-06075-20200627,25,6
County,2020/06/27,06,CA,06001,Alameda County,454302,1217027,3794262,1073592,943584,429643,475790,540667,230498,66754,23863,6039,3832,06-06001-20200627,25,6
County,2020/06/28,06,CA,06001,Alameda County,486177,1185152,3212642,880985,815100,360745,367710,465069,218390,65890,26195,8084,4474,06-06001-20200628,26,6
County,2020/06/28,06,CA,06075,San Francisco County,307093,574456,1682018,551777,449322,193955,220998,140088,69576,34184,14043,4561,3514,06-06075-20200628,26,6
County,2020/06/28,06,CA,06081,San Mateo County,238210,528363,1599713,438740,433295,171106,203421,220259,83997,27432,15623,2840,3000,06-06081-20200628,26,6
County,2020/06/28,06,CA,06085,Santa Clara County,556914,1370938,4229678,1171826,1124092,482464,611523,468171,245692,98237,20732,5560,1381,06-06085-20200628,26,6
County,2020/06/29,06,CA,06001,Alameda County,468425,1202904,3490217,907890,825957,376542,428204,616099,243091,60662,20711,6672,4389,06-06001-20200629,26,6
County,2020/06/29,06,CA,06075,San Francisco County,303987,577562,1831908,576892,503369,234260,254805,148133,74651,23886,9335,3085,3492,06-06075-20200629,26,6
County,2020/06/29,06,CA,06081,San Mateo County,232198,534375,1722216,474601,449221,195447,234868,245848,85303,21794,10928,1769,2437,06-06081-20200629,26,6
County,2020/06/29,06,CA,06085,Santa Clara County,547277,1380575,4441748,1234911,1080896,486524,670926,594970,260294,89761,16956,5111,1399,06-06085-20200629,26,6
County,2020/06/30,06,CA,06001,Alameda County,467193,1204136,3459507,909152,806722,381335,436198,606016,229026,62005,16774,6418,5861,06-06001-20200630,26,6
County,2020/06/30,06,CA,06075,San Francisco County,306030,575519,1707170,549434,457862,211022,223115,150691,70315,26409,9770,3938,4614,06-06075-20200630,26,6
County,2020/06/30,06,CA,06081,San Mateo County,230932,535641,1738558,493264,461591,197087,218235,247080,84243,22251,9977,1865,2965,06-06081-20200630,26,6
County,2020/06/30,06,CA,06085,Santa Clara County,544267,1383585,4354381,1220627,1015637,499173,643947,597732,273176,82024,15844,4220,2001,06-06085-20200630,26,6
County,2020/07/01,06,CA,06085,Santa Clara County,539797,1388055,4195978,1141697,999689,465225,615574,591737,269131,91579,14014,4985,2347,06-06085-20200701,26,7
County,2020/07/01,06,CA,06081,San Mateo County,229707,536866,1693668,505931,432137,183491,232784,222302,82457,20211,8860,2528,2967,06-06081-20200701,26,7
County,2020/07/01,06,CA,06075,San Francisco County,307385,574164,1671065,529986,447099,201854,220537,150781,77990,26036,8828,3433,4521,06-06075-20200701,26,7
County,2020/07/01,06,CA,06001,Alameda County,467963,1203366,3422623,946097,792586,376435,417606,578881,216331,63229,20124,5795,5539,06-06001-20200701,26,7
County,2020/07/02,06,CA,06001,Alameda County,475614,1195715,4004986,1120757,941034,431087,497168,650148,268955,63519,21870,6246,4202,06-06001-20200702,26,7
County,2020/07/02,06,CA,06075,San Francisco County,305419,576130,1978564,672523,507667,250813,266765,153773,84192,27641,8700,3204,3286,06-06075-20200702,26,7
County,2020/07/02,06,CA,06081,San Mateo County,225951,540622,2075979,640601,530462,225987,283184,271134,87575,21611,9652,3467,2306,06-06081-20200702,26,7
County,2020/07/02,06,CA,06085,Santa Clara County,541038,1386814,4969193,1413504,1146382,523315,761477,714355,297174,91481,15912,4255,1338,06-06085-20200702,26,7
County,2020/07/03,06,CA,06001,Alameda County,488399,1182930,3725464,1001538,862958,405747,471761,626320,263099,60645,22809,6449,4138,06-06001-20200703,26,7
County,2020/07/03,06,CA,06075,San Francisco County,309817,571732,1783329,558157,490943,220531,257897,144775,72702,24051,7988,3848,2437,06-06075-20200703,26,7
County,2020/07/03,06,CA,06081,San Mateo County,242236,524337,1846992,515079,499129,202781,251735,250425,88252,20838,14043,2941,1769,06-06081-20200703,26,7
County,2020/07/03,06,CA,06085,Santa Clara County,572216,1355636,4584825,1292703,1110790,492259,655129,633519,279787,96706,17225,5509,1198,06-06085-20200703,26,7
County,2020/07/04,06,CA,06001,Alameda County,528017,1143312,3187225,856840,738281,347126,403603,535832,225088,51884,19513,5518,3540,06-06001-20200704,26,7
County,2020/07/04,06,CA,06075,San Francisco County,328946,552603,1525679,477516,420014,188669,220637,123858,62198,20576,6834,3292,2085,06-06075-20200704,26,7
County,2020/07/04,06,CA,06081,San Mateo County,258624,507949,1580145,440662,427017,173484,215365,214245,75502,17827,12014,2516,1513,06-06081-20200704,26,7
County,2020/07/04,06,CA,06085,Santa Clara County,604340,1323512,3922426,1105938,950307,421139,560479,541990,239364,82734,14737,4713,1025,06-06085-20200704,26,7
County,2020/07/05,06,CA,06075,San Francisco County,310375,571174,1683448,551366,444298,211583,228072,124459,68166,32984,15438,3534,3548,06-06075-20200705,27,7
County,2020/07/05,06,CA,06081,San Mateo County,241998,524575,1570500,426880,428477,174001,207476,194047,81469,29555,22159,4090,2346,06-06081-20200705,27,7
County,2020/07/05,06,CA,06085,Santa Clara County,568821,1359031,4020308,1119034,1035611,456985,606161,450488,218191,93790,31233,6580,2235,06-06085-20200705,27,7
County,2020/07/05,06,CA,06001,Alameda County,498592,1172737,3172736,888366,798012,372891,384268,442871,175048,66623,28788,8234,7635,06-06001-20200705,27,7
County,2020/07/06,06,CA,06085,Santa Clara County,545471,1382381,4489401,1268517,1086342,502973,695248,580633,243473,89239,15651,5244,2081,06-06085-20200706,27,7
County,2020/07/06,06,CA,06081,San Mateo County,226682,539891,1709267,490942,443518,197149,234746,229861,79312,16395,12748,2235,2361,06-06081-20200706,27,7
County,2020/07/06,06,CA,06075,San Francisco County,304962,576587,1792291,575984,498854,230044,236577,140755,66786,26004,9649,3443,4195,06-06075-20200706,27,7
County,2020/07/06,06,CA,06001,Alameda County,476004,1195325,3368516,907178,803562,375262,428066,553541,205017,59726,21739,5800,8625,06-06001-20200706,27,7
County,2020/07/07,06,CA,06001,Alameda County,461463,1209866,3335653,882694,781459,363612,419036,587942,209977,60329,17464,6187,6953,06-06001-20200707,27,7
County,2020/07/07,06,CA,06075,San Francisco County,302309,579240,1792820,560260,498521,224133,248639,152923,68160,25242,6899,2897,5146,06-06075-20200707,27,7
County,2020/07/07,06,CA,06081,San Mateo County,228340,538233,1655317,450606,443921,179265,227738,240866,80236,17968,9929,1949,2839,06-06081-20200707,27,7
County,2020/07/07,06,CA,06085,Santa Clara County,536202,1391650,4303870,1182303,1023891,479092,643075,601816,266097,87602,13484,4584,1926,06-06085-20200707,27,7
County,2020/07/08,06,CA,06075,San Francisco County,304068,577481,1864038,692264,455284,216573,239325,151402,68394,27789,6649,2770,3588,06-06075-20200708,27,7
County,2020/07/08,06,CA,06081,San Mateo County,227541,539032,1671762,450905,446024,197687,233065,235517,78784,16400,8766,1765,2849,06-06081-20200708,27,7
County,2020/07/08,06,CA,06085,Santa Clara County,542019,1385833,4300101,1186087,1026245,480377,646882,596276,266359,78696,13638,3147,2394,06-06085-20200708,27,7
County,2020/07/08,06,CA,06001,Alameda County,467607,1203722,3383135,888948,787975,368777,441076,591499,221185,52350,18357,5642,7326,06-06001-20200708,27,7
County,2020/07/09,06,CA,06001,Alameda County,464036,1207293,3437413,922590,780695,368365,447616,601454,219509,65327,19159,5523,7175,06-06001-20200709,27,7
